Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Sector,Analyst rating,Industry,"Performance %, Year to date","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months",Average daily range %,"Exponential moving average, 20, 1 day","Exponential moving average, 9, 1 day","Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Simple moving average, 7, 1 day","Simple moving average, 60, 1 day","Price × volume (turnover), 1 day","Price × volume (turnover), 1 day - Currency"
FLX,Felix Group Holdings Ltd.,0.05,AUD,0,1640000,79.6205401573962,14925038,AUD,Technology services,No rating,Internet software/Services,-69.69696969696969,0,0,-36.70886075949367,-65.51724137931033,1.142857142857917,0.054221939890490886,0.05075317876407469,0.0660603228390782,0.12031865281460143,0.05000000000000003,0.06788333333333339,82000,AUD
QXR,QX Resources Ltd,0.004,AUD,33.33333333333333,24965041,43.70527897279718,6475990,AUD,Process industries,No rating,Chemicals: agricultural,0,33.333333333333336,33.333333333333336,0,-20,3.5714285714283776,0.0031111542939742144,0.0032001969687715562,0.0032391246510874495,0.004033642706126098,0.003142857142857132,0.0032666666666666773,99860.164,AUD
VLS,Vita Life Sciences Limited,2.6,AUD,9.243697478991605,87648,15.863317164989503,133209826.99999999,AUD,Health technology,No rating,Pharmaceuticals: other,0.7751937984496131,4.417670682730918,1.167315175097286,2.362204724409451,-1.5151515151515165,1.1538461538462488,2.4890570490344555,2.4906075072938965,2.489902544324108,2.452138848124234,2.4871428571428575,2.4804166666666663,227884.80000000002,AUD
MQR,Marquee Resources Ltd,0.005,AUD,25,9031888,14.041433313558175,4661085,AUD,Non-energy minerals,No rating,Other metals/Minerals,-37.5,25,0,-28.571428571428573,-44.444444444444436,8.571428571428063,0.004593233910940132,0.004512961107304202,0.005374401023143478,0.007864788533020136,0.004428571428571428,0.005816666666666679,45159.44,AUD
FSI,Flagship Investments Ltd.,1.3,AUD,0,204213,13.071974497830011,33614490,AUD,Miscellaneous,No rating,Investment trusts,-27.576601671309184,-5.1094890510948945,1.5625000000000013,0,-21.212121212121204,1.1813186813187146,1.3077336354270364,1.3252447272956407,1.3402933075662757,1.6313309570383299,1.3478571428571418,1.31775,265476.9,AUD
CMB,Cambium Bio Ltd,0.4,AUD,11.111111111111121,41013,12.09180965858836,10595491,AUD,Health technology,No rating,Biotechnology,-14.893617021276585,-2.4390243902438913,-2.4390243902438913,-5.882352941176462,-23.80952380952381,2.4999999999999605,0.4118362666364913,0.3998009328204988,0.4277977799296388,0.4555749094669339,0.39999999999999997,0.4257500000000001,16405.2,AUD
SLZ,Sultan Resources Ltd.,0.008,AUD,14.285714285714285,3280304,10.93161012026656,4096134,AUD,Non-energy minerals,No rating,Steel,-11.111111111111104,33.333333333333336,0,-20,-50,6.249999999999984,0.007420512624958055,0.007254934898601535,0.008418733768108309,0.010118283778927843,0.007142857142857139,0.00886666666666667,26242.432,AUD
SPX,Spenda Limited,0.003,AUD,0,3128571,10.60145499422753,7324302,AUD,Technology services,No rating,Packaged software,-94.99999999999999,0,0,-92.49999999999999,-94.99999999999999,4.761904761896307,0.003528000348317504,0.0031176755412873655,0.008658959449459125,0.04493677533862414,0.003000000000000002,0.009483333333333382,9385.713,AUD
FSA,FSA Group Limited,1.3,AUD,0,112591,9.592989571263036,155289596,AUD,Finance,No rating,Finance/Rental/Leasing,-2.2556390977443628,3.5856573705179406,0.7751937984496131,10.169491525423739,1.5625000000000013,1.0439560439560436,1.272800942069915,1.273542719954429,1.2688018397513297,1.1905616151632858,1.2707142857142861,1.2680833333333332,146368.30000000002,AUD
SLA,Solara Minerals Ltd.,0.11,AUD,0,382352,9.397907818153216,6515831,AUD,Non-energy minerals,No rating,Other metals/Minerals,-40.54054054054054,34.14634146341463,37.5,-12,-42.10526315789474,2.7922077922077926,0.09104678871195776,0.0974395214433659,0.0971514135144676,0.13984888891930608,0.09757142857142856,0.09843333333333329,42058.72,AUD
AUC,Ausgold Limited,1.325,AUD,24.413145539906107,6473698,9.035740715461944,585423134,AUD,Non-energy minerals,Strong buy,Precious metals,20.45454545454544,23.831775700934568,54.97076023391813,65.62499999999999,26.190476190476183,4.3234501347709555,0.9874822619689668,1.0785610768681857,0.9194488245141821,0.8984587099910665,1.1007142857142846,0.8734166666666663,8577649.85,AUD
AEI,Aeris Environmental Ltd,0.038,AUD,-5.000000000000004,1135999,8.84785415981918,9863782,AUD,Consumer non-durables,No rating,Household/Personal care,-30.909090909090914,8.571428571428559,22.58064516129032,-5.000000000000004,-20.83333333333334,0.7518796992482096,0.03349614759306998,0.03410840697507796,0.0363660438392643,0.04539249874644769,0.032285714285714376,0.036866666666666804,43167.962,AUD
AXP,AXP Energy Limited,0.006,AUD,50,4960587,7.444368558888266,1798934,AUD,Energy minerals,No rating,Integrated oil,-59.99999999999999,20,0,-40,-50,2.3809523809123316,0.005256546288191159,0.004844132011696623,0.006528525686625045,0.01302615105761293,0.00457142857142856,0.006833333333333335,29763.522,AUD
FNR,Far Northern Resources Limited,0.145,AUD,11.538461538461526,115028,7.196401423915016,10361864,AUD,Non-energy minerals,No rating,Precious metals,20.833333333333332,11.538461538461528,31.81818181818181,-12.121212121212132,-12.121212121212132,3.448275862068959,0.12471411261872282,0.12633440052979825,0.13345953962158855,0.1489083896000449,0.12500000000000008,0.14181666666666662,16679.059999999998,AUD
BLU,Blue Energy Limited,0.004,AUD,0,2800000,6.917961622607899,12047894,AUD,Energy minerals,No rating,Oil & gas production,-33.333333333333336,0,0,-33.333333333333336,-33.333333333333336,12.500000000000119,0.003633015819131423,0.003716584885424922,0.0038747146216877785,0.005262687812438191,0.003571428571428575,0.003983333333333339,11200,AUD
AVG,Australian Vintage Ltd,0.074,AUD,2.7777777777777803,511047,6.6532095854689555,23721331,AUD,Consumer non-durables,No rating,Beverages: alcoholic,-32.727272727272734,10.44776119402984,10.44776119402984,23.333333333333332,-13.953488372093021,2.895752895752762,0.06796681687695248,0.0699601028414732,0.06725419112200326,0.08239236117015757,0.06985714285714285,0.06654999999999996,37817.477999999996,AUD
TYX,Tyranna Resources Limited,0.003,AUD,0,8082015,6.619211599471119,11748449,AUD,Non-energy minerals,No rating,Precious metals,-25,0,0,-25,-25,4.761904761904851,0.0031077163020086455,0.0031762536592890144,0.0031140482402240927,0.0036063525586583906,0.003285714285714277,0.003183333333333339,24246.045000000002,AUD
5GN,5G Networks Limited,0.056,AUD,-3.4482758620689684,173344,6.58004319785605,15317823,AUD,Technology services,No rating,Data processing services,-56.923076923076934,0,-1.7543859649122822,-27.27272727272727,-49.09090909090909,1.1479591836730667,0.0568257516573604,0.05655262390738162,0.06139858629139455,0.08652463754614748,0.05671428571428572,0.06739999999999974,9707.264000000001,AUD
M2M,Mt Malcolm Mines NL,0.006,AUD,0,2235989,6.330079007474965,4647782,AUD,Non-energy minerals,No rating,Precious metals,-57.142857142857146,0,-25,0,-57.142857142857146,3.5714285714287066,0.006435817589536053,0.006108784370281358,0.007194575514194188,0.012072923160973307,0.006,0.006850000000000007,13415.934000000001,AUD
EPY,EarlyPay Limited,0.12,AUD,0,292315,5.946014665947947,29410165,AUD,Finance,No rating,Finance/Rental/Leasing,-36.8421052631579,0,-11.11111111111112,-11.11111111111112,-31.428571428571427,3.2738095238097715,0.12075258212249206,0.11930449889604161,0.12709346263194013,0.1604299535722668,0.11857142857142859,0.12758333333333333,35077.799999999996,AUD
BB1,Blinklab Limited,0.825,AUD,23.13432835820894,1286259,5.923393614522747,102682502,AUD,Technology services,Strong buy,Packaged software,1.8518518518518396,16.19718309859155,29.921259842519675,28.90624999999999,-13.612565445026178,5.80086580086585,0.6827693431762992,0.7096692704027341,0.6665286375860205,0.6851734942310141,0.7081428571428571,0.6486999999999994,1061163.675,AUD
